Year,Title,IMDb,RottenTomatoes,Service
2020,Phineas and Ferb: The Movie: Candace Against the Universe,7.2,63,Disney Plus
2020,Godmothered,6.1,63,Disney Plus
2016,Inner Workings,7.8,63,Disney Plus
2007,Cinderella III: A Twist in Time,6,63,Disney Plus
2009,Wizards of Waverly Place: The Movie,6.2,63,Disney Plus
2001,Recess: School's Out,6.6,63,Disney Plus
2005,Kronk's New Groove,5.8,63,Disney Plus
2012,Partysaurus Rex,7.5,63,Disney Plus
2000,The Little Mermaid II: Return to the Sea,5.6,63,Disney Plus
1968,The Love Bug,6.5,63,Disney Plus
1997,Home Alone 3,4.5,62,Disney Plus
2015,Strange Magic,5.8,62,Disney Plus
2021,Flora & Ulysses,6.3,62,Disney Plus
2008,Camp Rock,5.2,62,Disney Plus
2006,Brother Bear 2,6.2,62,Disney Plus
1991,Wild Hearts Can't Be Broken,7.2,62,Disney Plus
2000,An Extremely Goofy Movie,6.4,62,Disney Plus
2013,Teen Beach Movie,5.9,62,Disney Plus
2018,Howard,7.6,62,Disney Plus
2001,Halloweentown II: Kalabar's Revenge,6.5,62,Disney Plus
2009,G-Force,5.1,62,Disney Plus
2004,"Mickey, Donald, Goofy: The Three Musketeers",6.4,62,Disney Plus
1999,Annie,6.7,62,Disney Plus
1998,Mighty Joe Young,5.7,62,Disney Plus
2018,A Wrinkle in Time,4.2,62,Disney Plus
2021,Miraculous World: Shanghai – The Legend of Ladydragon,7.6,62,Disney Plus
1933,Three Little Pigs,7.5,62,Disney Plus
1996,Homeward Bound II: Lost in San Francisco,6,62,Disney Plus
2004,Home on the Range,5.4,62,Disney Plus
2014,Planes: Fire & Rescue,6,62,Disney Plus
1997,Beauty and the Beast: The Enchanted Christmas,6,62,Disney Plus
1947,Fun and Fancy Free,6.5,62,Disney Plus
2017,Olaf's Frozen Adventure,5.6,62,Disney Plus
2011,Geek Charming,6.4,62,Disney Plus
1959,Darby O'Gill and the Little People,7.2,61,Disney Plus
2004,Garfield,5,61,Disney Plus
2006,The Santa Clause 3: The Escape Clause,4.8,61,Disney Plus
2005,Because of Winn-Dixie,6.3,61,Disney Plus
2006,Bambi II,6.1,61,Disney Plus
2004,Halloweentown High,6.2,61,Disney Plus
1985,The Journey of Natty Gann,7,61,Disney Plus
1950,Treasure Island,6.9,61,Disney Plus
2009,Dug's Special Mission,7,61,Disney Plus
2011,African Cats,7.5,61,Disney Plus
2020,The Lego Star Wars Holiday Special,6.4,61,Disney Plus
1975,Escape to Witch Mountain,6.4,61,Disney Plus
2014,Marvel Studios: Assembling a Universe,7.4,61,Disney Plus
2015,Monkey Kingdom,7.3,61,Disney Plus
2020,Safety,6.8,61,Disney Plus
2009,Hannah Montana: The Movie,4.6,61,Disney Plus
2001,Lady and the Tramp II: Scamp's Adventure,5.8,61,Disney Plus
2021,Maggie Simpson in The Force Awakens from Its Nap,6.2,61,Disney Plus
2004,Mickey's Twice Upon a Christmas,6.5,61,Disney Plus
2006,Flicka,6.1,61,Disney Plus
1996,D3: The Mighty Ducks,5.5,61,Disney Plus
2020,Once Upon a Snowman,6.9,61,Disney Plus
2002,Return to Never Land,5.8,61,Disney Plus
1992,"Honey, I Blew Up the Kid",4.9,61,Disney Plus
2006,Mater and the Ghostlight,6.6,61,Disney Plus
1961,The Absent-Minded Professor,6.8,61,Disney Plus
2006,The Wild,5.2,61,Disney Plus
1994,Camp Nowhere,6.1,61,Disney Plus
2020,"Miraculous World: New York, United HeroeZ",7.7,60,Disney Plus
2020,Secret Society of Second Born Royals,4.9,60,Disney Plus
2019,Float,7.3,60,Disney Plus
2002,Cadet Kelly,5.5,60,Disney Plus
2003,Stitch! The Movie,6.2,60,Disney Plus
2020,Artemis Fowl,4.2,60,Disney Plus
2010,Camp Rock 2: The Final Jam,5.3,60,Disney Plus
2016,Born in China,7.2,60,Disney Plus
2005,Valiant,5.5,60,Disney Plus
2014,Cloud 9,6.5,60,Disney Plus
2000,102 Dalmatians,4.9,60,Disney Plus
2005,Twitches,5.8,60,Disney Plus
2005,Kim Possible: So the Drama,7.2,60,Disney Plus
1997,Jungle 2 Jungle,5.2,60,Disney Plus
2002,Cinderella II: Dreams Come True,5,60,Disney Plus
2006,Garfield: A Tail of Two Kitties,5,60,Disney Plus
2009,Waking Sleeping Beauty,7.6,60,Disney Plus
2020,Clouds,7.5,60,Disney Plus
2020,Magic Camp,6.4,59,Disney Plus
2015,Teen Beach 2,6.1,59,Disney Plus
1990,3 Men and a Little Lady,5.5,59,Disney Plus
2018,Z-O-M-B-I-E-S,6.3,59,Disney Plus
2013,Walking with Dinosaurs,5.2,59,Disney Plus
1994,Blank Check,5.3,59,Disney Plus
1997,Pooh's Grand Adventure: The Search for Christopher Robin,7.1,59,Disney Plus
2018,Auntie Edna,7.2,59,Disney Plus
1968,Blackbeard's Ghost,6.9,59,Disney Plus
2007,Your Friend the Rat,7.1,59,Disney Plus
1999,Zenon: Girl of the 21st Century,6.4,59,Disney Plus
1988,Tin Toy,6.5,59,Disney Plus
2003,Atlantis: Milo's Return,5.1,59,Disney Plus
1998,Pocahontas II: Journey to a New World,4.9,59,Disney Plus
2012,Let It Shine,6.5,59,Disney Plus
2017,Tangled: Before Ever After,6.6,59,Disney Plus
2016,Ice Age: The Great Egg-Scapade,5.9,59,Disney Plus
2012,Chimpanzee,7.2,59,Disney Plus
1975,The Apple Dumpling Gang,6.4,59,Disney Plus
1941,The Reluctant Dragon,6.9,59,Disney Plus
2011,Avalon High,5.8,59,Disney Plus
1942,Saludos Amigos,6.1,59,Disney Plus
1935,The Band Concert,7.9,59,Disney Plus
2006,Leroy & Stitch,6.2,58,Disney Plus
2011,12 Dates of Christmas,6.3,58,Disney Plus
1999,Don't Look Under the Bed,6.9,58,Disney Plus
2014,Phineas and Ferb: Star Wars,8.2,58,Disney Plus
1967,The Happiest Millionaire,6.7,58,Disney Plus
2011,"Good Luck Charlie, It's Christmas!",6.4,58,Disney Plus
1998,I'll Be Home for Christmas,5.5,58,Disney Plus
1997,"Honey, We Shrunk Ourselves",5,58,Disney Plus
1938,Mickey's Trailer,8,58,Disney Plus
2001,The Luck of the Irish,6.2,58,Disney Plus
2006,Return to Halloweentown,5.5,58,Disney Plus
1977,Candleshoe,6.8,58,Disney Plus
2006,Everyone's Hero,5.7,58,Disney Plus
1998,Brink!,7,58,Disney Plus
2020,Burrow,7.4,58,Disney Plus
2015,Invisible Sister,6,58,Disney Plus
1999,Smart House,6.2,58,Disney Plus
1959,The Shaggy Dog,6.5,58,Disney Plus
2019,Purl,6.5,58,Disney Plus
2020,Black Beauty,6.4,58,Disney Plus
1993,The Adventures of Huck Finn,6.2,58,Disney Plus
2005,Tarzan II,5.6,58,Disney Plus
2004,Confessions of a Teenage Drama Queen,4.7,58,Disney Plus
1995,Tom and Huck,5.5,58,Disney Plus
2003,The Jungle Book 2,5.4,58,Disney Plus
2017,Diary of a Wimpy Kid: The Long Haul,4.3,58,Disney Plus
2011,Prep & Landing: Naughty vs. Nice,7.4,57,Disney Plus
2006,The Fox and the Hound 2,5.3,57,Disney Plus
1963,The Incredible Journey,7.1,57,Disney Plus
2003,Deep Blue,7.4,57,Disney Plus
2011,Prom,5.4,57,Disney Plus
2013,Phineas and Ferb: Mission Marvel,8.3,57,Disney Plus
1990,The Prince and the Pauper,7.1,57,Disney Plus
2005,The Sandlot 2,4.5,57,Disney Plus
2015,Bad Hair Day,5.9,57,Disney Plus
2020,Z-O-M-B-I-E-S 2,6,57,Disney Plus
2009,The Boys: The Sherman Brothers' Story,7.8,57,Disney Plus
2003,The Cheetah Girls,4.9,57,Disney Plus
1995,Man of the House,5.2,57,Disney Plus
2007,Twitches Too,5.8,57,Disney Plus
1974,Herbie Rides Again,5.7,57,Disney Plus
1985,Ewoks: The Battle for Endor,5.5,57,Disney Plus
2002,Tru Confessions,7.5,57,Disney Plus
2006,Read It and Weep,5.5,57,Disney Plus
1937,Lonesome Ghosts,7.7,57,Disney Plus
2001,Motocrossed,6.6,57,Disney Plus
2005,Aliens of the Deep,6.4,57,Disney Plus
2014,"Marvel: 75 Years, From Pulp to Pop!",7.2,57,Disney Plus
2020,Out,7.5,57,Disney Plus
2020,Loop,6.8,57,Disney Plus
1966,The Ugly Dachshund,6.7,57,Disney Plus
1990,Shipwrecked,6.7,57,Disney Plus
2007,Jump In!,5.4,57,Disney Plus
1995,The Big Green,5.6,56,Disney Plus
2003,The Even Stevens Movie,6.2,56,Disney Plus
1955,"Davy Crockett, King of the Wild Frontier",7,56,Disney Plus
1938,Brave Little Tailor,7.6,56,Disney Plus
1937,The Old Mill,7.8,56,Disney Plus
2008,Minutemen,5.9,56,Disney Plus
1999,Johnny Tsunami,6.3,56,Disney Plus
1993,Life with Mikey,5.6,56,Disney Plus
2006,Cow Belles,5.2,56,Disney Plus
1996,First Kid,5.3,56,Disney Plus
1978,The Small One,7.7,56,Disney Plus
1995,Operation Dumbo Drop,5.1,56,Disney Plus
2006,Wendy Wu: Homecoming Warrior,5.4,56,Disney Plus
1939,Walt Disney's Silly Symphony: The Ugly Duckling,7.6,56,Disney Plus
2004,Winnie the Pooh: Springtime with Roo,6.5,56,Disney Plus
1978,Return from Witch Mountain,5.8,56,Disney Plus
2021,Stuntman,7.1,56,Disney Plus
2019,Smash and Grab,6.7,56,Disney Plus
2002,Get a Clue,5.1,56,Disney Plus
1995,Tall Tale,5.9,56,Disney Plus
1987,Red's Dream,6.3,56,Disney Plus
2008,Beverly Hills Chihuahua,3.8,56,Disney Plus
2012,Frenemies,5.1,56,Disney Plus
1932,Flowers and Trees,7.3,56,Disney Plus
1999,The Thirteenth Year,6,56,Disney Plus
2021,The Little Prince(ss),7.5,56,Disney Plus
2001,Max Keeble's Big Move,5.4,56,Disney Plus
2004,Stuck in the Suburbs,5.6,56,Disney Plus
2019,Penguins,7.1,56,Disney Plus
1952,The Story of Robin Hood and His Merrie Men,6.7,56,Disney Plus
2014,Party Central,7.1,55,Disney Plus
1964,The Moon-Spinners,6.7,55,Disney Plus
1974,The Island at the Top of the World,6.3,55,Disney Plus
1995,Far from Home: The Adventures of Yellow Dog,6.4,55,Disney Plus
2000,Phantom of the Megaplex,6.4,55,Disney Plus
2000,Mom's Got a Date with a Vampire,5.9,55,Disney Plus
2005,Now You See It...,6.2,55,Disney Plus
2012,Girl vs. Monster,5.6,55,Disney Plus
2020,Upside-Down Magic,5.3,55,Disney Plus
2002,Double Teamed,6.1,55,Disney Plus
1935,The Tortoise and the Hare,7.2,55,Disney Plus
1987,Benji the Hunted,6.3,55,Disney Plus
2018,MARS: Inside SpaceX,7.4,54,Disney Plus
1938,Ferdinand the Bull,7.2,54,Disney Plus
1932,Santa's Workshop,7.3,54,Disney Plus
2011,The Suite Life Movie,5.3,54,Disney Plus
2021,Wolfgang,7,54,Disney Plus
2014,How to Build a Better Boy,5.5,54,Disney Plus
1937,Clock Cleaners,7.5,54,Disney Plus
1952,Lambert the Sheepish Lion,7.7,54,Disney Plus
2001,Zenon: The Zequel,5.9,54,Disney Plus
1979,The Apple Dumpling Gang Rides Again,6.1,54,Disney Plus
1952,Pluto's Christmas Tree,7.7,54,Disney Plus
2021,Star Wars Biomes,6.7,54,Disney Plus
1972,Snowball Express,6.4,54,Disney Plus
1980,Herbie Goes Bananas,5,54,Disney Plus
2004,Pixel Perfect,5.7,54,Disney Plus
2011,Sharpay's Fabulous Adventure,4.7,54,Disney Plus
2008,The Cheetah Girls: One World,4.7,54,Disney Plus
1936,Thru the Mirror,7.6,54,Disney Plus
1997,The Brave Little Toaster to the Rescue,6.4,54,Disney Plus
2005,Go Figure,5.8,54,Disney Plus
1976,The Shaggy D.A.,5.9,54,Disney Plus
2017,Titanic: 20 Years Later with James Cameron,7.1,54,Disney Plus
1969,The Computer Wore Tennis Shoes,6,54,Disney Plus
1975,The Strongest Man in the World,6,54,Disney Plus
2020,Elephant,7.2,54,Disney Plus
2012,The Mistle-Tones,6.6,54,Disney Plus
1961,Greyfriars Bobby: The True Story of a Dog,7.3,54,Disney Plus
2008,College Road Trip,4.3,54,Disney Plus
2020,The Real Right Stuff,7.3,54,Disney Plus
1995,A Kid in King Arthur's Court,4.7,53,Disney Plus
2019,Apollo: Missions to the Moon,7.6,53,Disney Plus
2002,Winnie the Pooh: A Very Merry Pooh Year,6.7,53,Disney Plus
2005,The Proud Family Movie,5.5,53,Disney Plus
1953,The Living Desert,7.5,53,Disney Plus
2012,The Legend of Mor'du,6.2,53,Disney Plus
2014,Iron Man & Captain America: Heroes United,5.5,53,Disney Plus
1997,Mr. Magoo,4,53,Disney Plus
1947,Chip an' Dale,7.4,53,Disney Plus
2019,The Little Mermaid Live!,5.6,53,Disney Plus
2006,The Cheetah Girls 2,5.1,53,Disney Plus
1956,Davy Crockett and the River Pirates,6.7,53,Disney Plus
1952,Trick or Treat,7.3,53,Disney Plus
2002,The Hunchback of Notre Dame II,4.7,53,Disney Plus
2021,Shark Beach with Chris Hemsworth,6.8,53,Disney Plus
2021,Playing with Sharks: The Valerie Taylor Story,7.8,53,Disney Plus
2021,Marvel's Behind the Mask,6.4,53,Disney Plus
2003,Eddie's Million Dollar Cook Off,6.1,53,Disney Plus
2000,Alley Cats Strike,6.1,53,Disney Plus
1971,The Million Dollar Duck,5.8,53,Disney Plus
1940,Mr. Duck Steps Out,7.4,52,Disney Plus
1986,Mr. Boogedy,7,52,Disney Plus
2008,The Crimson Wing: Mystery of the Flamingos,7.3,52,Disney Plus
2007,Snowglobe,6,52,Disney Plus
2018,Science Fair,7.5,52,Disney Plus
1941,The Art of Skiing,7.3,52,Disney Plus
1934,The Big Bad Wolf,7.1,52,Disney Plus
2004,Going to the Mat,6.9,52,Disney Plus
1989,Tummy Trouble,7.3,52,Disney Plus
2000,Quints,5.7,52,Disney Plus
2007,Johnny Kapahala - Back on Board,5.5,52,Disney Plus
1948,Mickey and the Seal,7.1,52,Disney Plus
1942,How to Play Baseball,7.3,52,Disney Plus
1998,The Brave Little Toaster Goes to Mars,5.7,52,Disney Plus
1949,All in a Nutshell,7.4,52,Disney Plus
2019,Into the Grand Canyon,7.4,52,Disney Plus
2009,Hatching Pete,5.4,52,Disney Plus
2009,George & A.J.,6,52,Disney Plus
1941,Chef Donald,7.3,52,Disney Plus
2005,Tiger Cruise,6.1,52,Disney Plus
1942,How to Fish,7,52,Disney Plus
2021,American Eid,7.4,52,Disney Plus
1981,Amy,6.6,52,Disney Plus
2004,America's Heart and Soul,5,52,Disney Plus
1993,Trail Mix-Up,7.3,52,Disney Plus
2005,Once Upon A Mattress,6.3,52,Disney Plus
2002,Tarzan & Jane,5.3,52,Disney Plus
2003,Right on Track,6.3,52,Disney Plus
2011,Wings of Life,7.3,52,Disney Plus
1997,That Darn Cat,4.7,52,Disney Plus
2007,The Sandlot: Heading Home,5,51,Disney Plus
1994,Squanto: A Warrior's Tale,6,51,Disney Plus
1976,Gus,5.9,51,Disney Plus
2020,Lamp Life,6.8,51,Disney Plus
1939,The Hockey Champ,7.1,51,Disney Plus
1999,Doug's 1st Movie,5,51,Disney Plus
1935,On Ice,7.4,51,Disney Plus
2001,Three Days,7,51,Disney Plus
1938,Boat Builders,7.3,51,Disney Plus
1946,A Knight for a Day,6.8,51,Disney Plus
2006,Dr. Dolittle 3,4,51,Disney Plus
1998,Ruby Bridges,7.2,51,Disney Plus
2021,Let's Be Tigers,7.2,51,Disney Plus
2002,The Scream Team,6.5,51,Disney Plus
1936,Elmer Elephant,6.9,51,Disney Plus
2002,Gotta Kick It Up!,5.8,51,Disney Plus
2002,The Country Bears,4.2,51,Disney Plus
2000,Miracle in Lane 2,6.1,51,Disney Plus
2002,A Ring of Endless Light,6,51,Disney Plus
1998,Belle's Magical World,5.2,51,Disney Plus
2019,Forky Asks a Question: What Is a Friend?,7.1,51,Disney Plus
2001,Jumping Ship,6.2,51,Disney Plus
1934,The Grasshopper and the Ants,7.3,51,Disney Plus
1937,Magician Mickey,7.3,51,Disney Plus
2013,Iron Man & Hulk: Heroes United,4.7,51,Disney Plus
1936,Three Little Wolves,7.1,51,Disney Plus
1994,White Fang 2: Myth of the White Wolf,5.4,51,Disney Plus
2009,Dadnapped,4.9,51,Disney Plus
1957,Mars and Beyond,8.3,51,Disney Plus
2000,Rip Girls,6.1,51,Disney Plus
1959,Third Man on the Mountain,7.1,50,Disney Plus
2017,Atlantis Rising,6.5,50,Disney Plus
2003,George of the Jungle 2,3.4,50,Disney Plus
2019,Marvel Studios: Expanding the Universe,6.8,50,Disney Plus
1999,Horse Sense,6.2,50,Disney Plus
2013,Super Buddies,4.3,50,Disney Plus
1984,The Ewok Adventure,5.4,50,Disney Plus
1989,Cheetah,6,50,Disney Plus
1940,Tugboat Mickey,7,50,Disney Plus
1934,The Goddess of Spring,6.7,50,Disney Plus
2010,Den Brother,5.4,50,Disney Plus
2018,Into the Okavango,7.7,50,Disney Plus
1934,Donald Duck: The Wise Little Hen,7.1,50,Disney Plus
1936,Toby Tortoise Returns,6.8,50,Disney Plus
1951,Out of Scale,7.5,50,Disney Plus
1940,Mr. Mouse Takes a Trip,7.2,50,Disney Plus
2000,"Up, Up, and Away",5.6,49,Disney Plus
2019,Expedition Amelia,7.2,49,Disney Plus
1939,Beach Picnic,6.7,49,Disney Plus
1962,Almost Angels,6.5,49,Disney Plus
1932,Babes in the Woods,6.7,49,Disney Plus
2019,Forky Asks a Question: What Is Love?,7.4,49,Disney Plus
1941,Early to Bed,7.2,49,Disney Plus
1974,The Castaway Cowboy,5.9,49,Disney Plus
1937,Hawaiian Holiday,7,49,Disney Plus
1941,Lend a Paw,7,49,Disney Plus
1951,Corn Chips,7.4,49,Disney Plus
1955,The African Lion,7.2,49,Disney Plus
2020,Jane Goodall: The Hope,7.9,49,Disney Plus
2004,Zenon: Z3,5.5,49,Disney Plus
2017,Gender Revolution: A Journey with Katie Couric,5.8,49,Disney Plus
2018,Life-Size 2: A Christmas Eve,4.7,49,Disney Plus
1949,Winter Storage,7.3,49,Disney Plus
1942,The Olympic Champ,7,49,Disney Plus
2021,Growing Fangs,6.5,49,Disney Plus
2019,High School Musical: The Musical: The Series: The Special,7.2,49,Disney Plus
1936,Three Blind Mouseketeers,6.3,49,Disney Plus
2003,Young Black Stallion,5.6,49,Disney Plus
1950,Trailer Horn,6.9,49,Disney Plus
1942,How to Swim,7.1,49,Disney Plus
1996,Kazaam,3,49,Disney Plus
1946,Double Dribble,6.8,49,Disney Plus
1944,How to Play Football,7.2,49,Disney Plus
2021,Orca Vs Great White,5.6,49,Disney Plus
1933,Ye Olden Days,6.6,48,Disney Plus
1941,The Little Whirlwind,6.8,48,Disney Plus
1987,Bride of Boogedy,7,48,Disney Plus
2021,The Last of the Chupacabras,6.4,48,Disney Plus
2020,Forky Asks a Question: What Is Cheese?,7.2,48,Disney Plus
2014,LEGO Star Wars: The New Yoda Chronicles - Escape from the Jedi Temple,7.3,48,Disney Plus
2019,Forky Asks a Question: What Is Money?,6.4,48,Disney Plus
1953,The Simple Things,6.6,48,Disney Plus
2021,Dinner Is Served,6.1,48,Disney Plus
2013,Captain Sparky vs. The Flying Saucers,6.2,48,Disney Plus
2020,Lost on Everest,6.9,48,Disney Plus
2017,Breaking2,7.2,48,Disney Plus
1933,The Pied Piper,6.7,48,Disney Plus
1998,Meet the Deedles,4.1,48,Disney Plus
1942,Mickey's Birthday Party,6.7,48,Disney Plus
2000,The Ultimate Christmas Present,5.9,48,Disney Plus
2018,Dolphin Reef,6.8,48,Disney Plus
1954,Dragon Around,7.1,48,Disney Plus
2014,Lego Star Wars: The Yoda Chronicles - Raid on Coruscant,7.2,48,Disney Plus
1936,Mickey's Rival,6.7,48,Disney Plus
2012,Treasure Buddies,4.5,48,Disney Plus
2020,Mars: One Day on the Red Planet,7,48,Disney Plus
2010,Moon Mater,6.2,48,Disney Plus
1938,Donald's Golf Game,6.8,48,Disney Plus
1965,Those Calloways,6.6,48,Disney Plus
2014,LEGO Star Wars: The New Yoda Chronicles - Race For The Holocrons,7.3,48,Disney Plus
1953,Don's Fountain of Youth,7.1,48,Disney Plus
1940,Donald's Dog Laundry,6.8,48,Disney Plus
1939,Sea Scouts,6.9,48,Disney Plus
1959,Jungle Cat,7.3,48,Disney Plus
2012,Santa Paws 2: The Santa Pups,4.9,48,Disney Plus
2019,Forky Asks a Question: What Is Time?,6.8,48,Disney Plus
2021,Rogue Shark?,7.2,47,Disney Plus
1947,Mickey Mouse: Mickey's Delayed Date,6.6,47,Disney Plus
2008,Morning Light,5.8,47,Disney Plus
2019,Marvel Rising: Chasing Ghosts,4.9,47,Disney Plus
1935,The Golden Touch,6.9,47,Disney Plus
2003,You Wish!,6.2,47,Disney Plus
2003,Inspector Gadget 2,3.5,47,Disney Plus
2019,Forky Asks a Question: What Is Art?,6.5,47,Disney Plus
1943,Donald's Tire Trouble,6.8,47,Disney Plus
2000,Stepsister from Planet Weird,5.9,47,Disney Plus
1953,The New Neighbor,7.2,47,Disney Plus
2018,Under the Sea: A Descendants Story,5.7,47,Disney Plus
2009,Super Rhino,6.3,47,Disney Plus
2019,Forky Asks a Question: What Is a Computer?,6.6,47,Disney Plus
1967,The Adventures of Bullwhip Griffin,6.5,47,Disney Plus
1955,Man in Space,8,47,Disney Plus
1939,Society Dog Show,6.9,47,Disney Plus
2019,Marvel Rising: Heart of Iron,4.4,47,Disney Plus
1955,Bearly Asleep,7.2,47,Disney Plus
2020,Back To The Titanic,6.1,47,Disney Plus
1964,Emil and the Detectives,6.2,47,Disney Plus
2020,Forky Asks a Question: What is Reading?,6.9,47,Disney Plus
2019,Okavango: River of Dreams,8.3,47,Disney Plus
2005,Life Is Ruff,4.9,47,Disney Plus
1947,Rescue Dog,6.7,47,Disney Plus
2008,Walt & El Grupo,6.5,47,Disney Plus
1954,Grand Canyonscope,7,46,Disney Plus
1976,Treasure of Matecumbe,6.2,46,Disney Plus
1952,Let's Stick Together,6.8,46,Disney Plus
1972,The Biscuit Eater,5.8,46,Disney Plus
1952,Pluto's Party,6.5,46,Disney Plus
2016,Drain the Titanic,6.4,46,Disney Plus
2008,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,2.5,46,Disney Plus
1955,Beezy Bear,7.1,46,Disney Plus
1998,Miracle at Midnight,6.9,46,Disney Plus
2021,Own the Room,6.4,46,Disney Plus
2003,Recess: All Growed Down,6.6,46,Disney Plus
1950,Food for Feudin',6.8,46,Disney Plus
2007,The Secret of the Magic Gourd,5.2,46,Disney Plus
2019,Forky Asks a Question: What Is a Leader?,6.5,46,Disney Plus
1999,Can of Worms,5,46,Disney Plus
2019,The Lost Tomb of Alexander the Great,6.6,46,Disney Plus
2020,Myth: A Frozen Tale,5.8,46,Disney Plus
1948,Pluto's Purchase,6.5,46,Disney Plus
1950,Pluto and the Gopher,6.2,46,Disney Plus
2017,Decorating Disney: Holiday Magic,6.8,46,Disney Plus
1954,The Vanishing Prairie,7.4,46,Disney Plus
2001,Hounded,5,46,Disney Plus
1957,Perri,6.8,45,Disney Plus
2004,Sacred Planet,6.1,45,Disney Plus
1974,The Bears and I,6.2,45,Disney Plus
2021,World's Biggest Bull Shark?,NA,45,Disney Plus
1941,Canine Caddy,6.4,45,Disney Plus
1979,Unidentified Flying Oddball,5.2,45,Disney Plus
1956,Secrets of Life,7.3,45,Disney Plus
2019,Marvel Rising: Battle of the Bands,5,45,Disney Plus
2019,Forky Asks a Question: What Is a Pet?,6.3,45,Disney Plus
2021,Shark Gangs,6.8,45,Disney Plus
1984,The Adventures of André and Wally B.,5.3,45,Disney Plus
2005,Buffalo Dreams,5.9,45,Disney Plus
1991,Mark Twain and Me,6.9,45,Disney Plus
2020,In the Footsteps of Elephant,7.4,45,Disney Plus
2001,'Twas the Night,5.3,45,Disney Plus
1963,Yellowstone Cubs,6.9,45,Disney Plus
2020,A Celebration of the Music from Coco,7.1,45,Disney Plus
1986,The Christmas Star,6.3,45,Disney Plus
1947,Mail Dog,6.4,45,Disney Plus
2003,Full-Court Miracle,5.8,45,Disney Plus
2012,Cesar Millan: The Real Story,7,45,Disney Plus
1948,Mickey Down Under,5.8,45,Disney Plus
2020,High School Musical: The Musical: The Holiday Special,5.7,45,Disney Plus
2019,Marvel Rising: Playing with Fire,5.2,45,Disney Plus
2020,Playdate with Destiny,NA,45,Disney Plus
2020,Dory's Reef Cam,3.6,45,Disney Plus
2019,Pompeii: Secrets of the Dead,6.8,44,Disney Plus
1980,The Ghosts of Buxley Hall,5.7,44,Disney Plus
1949,Pluto's Sweater,6.7,44,Disney Plus
1986,Fuzzbucket,5.8,44,Disney Plus
2018,Mission to the Sun,6.6,44,Disney Plus
2013,Jingle Pols,9.6,44,Disney Plus
2017,Drain Alcatraz,6,44,Disney Plus
2014,Drain the Bermuda Triangle,6.4,44,Disney Plus
2019,Marvel Rising: Operation Shuri,4.8,44,Disney Plus
2020,Lost Temple of The Inca,6.9,44,Disney Plus
